ContractID,BusinessName,PartnerName,StartDate,EndDate,ContractValue,PaymentTerms,ScopeOfWork,ContractStatus,RenewalDate,TerminationClause,ConfidentialityClause,Jurisdiction,ContractDocument
294bff85-4d8a-4200-ac94-0dab0c96aa49,"Hopkins, Medina and Collins",Tran-Johnson,6/2/2019,1/25/2026,258024.48,Net 60,visualize efficient functionalities,Active,10/17/2023,Them drive them would your mean look.,Commercial air defense special care beyond evidence.,New Jersey,food.pdf
7d0f2cb6-89bd-4a0d-a25b-db0fbf402f45,Barnes Ltd,Baxter-Banks,11/27/2018,3/3/2025,637621.43,Net 30,redefine customized networks,Pending,1/8/2024,Free owner response single.,Clear know though level.,Massachusetts,church.pdf
68a39bd8-953c-45a7-aec5-431ff132f2f0,"Buck, Wright and Matthews","Rodriguez, Brown and Peck",1/11/2021,10/16/2023,299381.79,Net 45,disintermediate clicks-and-mortar paradigms,Expired,1/7/2025,Throw capital buy leg.,Vote myself citizen through.,Michigan,million.pdf
ec6168ae-b6bf-4f48-9eae-687a41bbba3f,"Campbell, Leblanc and Fitzgerald",Arroyo-Howard,9/1/2022,9/13/2025,440273.61,Net 45,implement magnetic models,Terminated,5/21/2025,Describe any until memory now start.,Present ok easy do look.,Mississippi,guy.pdf
b4276856-7c2f-487d-8908-1552e7a73cdf,Holt-Peters,Morrison-Chang,10/22/2018,5/29/2028,261490.34,Due upon receipt,utilize best-of-breed supply-chains,Pending,4/28/2024,Design country always nor those off market phone.,Remain maintain main in.,Nevada,test.pdf
0bebc109-a99e-4563-beb7-0bd8cc2c777a,Henson-Jacobs,Cobb-Thomas,10/21/2020,6/17/2028,18721.22,Net 45,iterate cross-platform channels,Active,3/30/2025,Such water fight hold of medical.,The method first center half mind.,Alaska,when.pdf
7b545904-c1ae-4fdd-b7bf-252df020c988,Crosby-Kelley,Francis Group,5/10/2022,5/5/2025,443827.06,Net 30,reinvent open-source niches,Active,10/28/2023,Movement finally five agency threat.,Nature thousand later compare benefit natural try.,Arkansas,particular.pdf
b731e902-bd11-43a1-a67c-063e4a907758,Wilson-Rodriguez,Rodriguez and Sons,4/17/2022,2/17/2027,419565.54,Net 45,disintermediate wireless content,Active,8/16/2024,Once option activity.,Light sort serve staff blood.,Virginia,station.pdf
68f6cc39-2567-4940-adf8-f03df5245883,Griffin-Hines,"Cook, Finley and Huynh",11/28/2021,3/4/2025,705201.92,Net 60,seize seamless networks,Pending,8/31/2024,Wish to decision offer beyond star.,However and read win really.,Massachusetts,so.pdf
014745f7-2775-461c-bffa-32b492327be5,Anderson Group,Vasquez Ltd,1/10/2023,12/24/2027,735170.04,Net 60,visualize dynamic vortals,Terminated,8/2/2023,Support institution travel game simple up.,Report among ago two.,Illinois,professor.pdf
7d332ec6-5cfc-4886-8ca7-8da414ea0051,"King, Aguirre and Whitehead","Johnson, Bryant and Mcfarland",10/4/2018,12/20/2024,786832.64,Due upon receipt,engage sticky vortals,Pending,4/10/2025,Second even option small until forget.,Easy loss another charge performance hand campaign.,Tennessee,option.pdf
2557af36-b959-439f-bba9-9dec25864a9c,Mccann-Larson,"Wilkins, Williams and Walton",7/24/2019,4/24/2028,219731.85,Due upon receipt,engage virtual applications,Expired,3/12/2024,Especially play team chair book difference serve.,Spring mouth prevent owner.,Louisiana,expect.pdf
55964af6-ec18-4984-96de-456d5a084711,Barron-Peterson,Coleman-Graham,1/9/2023,8/28/2023,122326.5,Net 30,streamline holistic convergence,Expired,4/15/2025,Again full serious no usually beautiful car.,Company together this goal.,Nevada,Republican.pdf
2a001006-3e73-403b-bed8-f3dfb78b1efd,"Harper, Rose and Logan","Nelson, Hogan and Hopkins",11/10/2022,7/12/2026,270328.94,Due upon receipt,leverage world-class synergies,Active,7/16/2024,Sea theory mission performance increase.,Fact wrong cut next necessary.,Washington,wide.pdf
890dd5bb-8b06-46e2-b20d-80082dfeae62,"Cruz, Flores and Whitaker",Gonzalez-Weiss,2/17/2020,3/28/2026,586164.16,Due upon receipt,enhance global initiatives,Terminated,5/22/2024,Case camera arrive keep toward right.,Each wrong force nature participant.,South Dakota,range.pdf
f502b0ae-094d-4ef7-bbb8-7dbb6a8702cd,Johnson and Sons,Moyer-Griffith,8/10/2018,3/8/2028,952730.51,Net 60,expedite revolutionary schemas,Pending,10/20/2023,Experience away require manager.,General generation white guess enjoy.,Nevada,identify.pdf
94b6f582-4cdc-470f-81bf-cbe4f1907124,"Rocha, Reyes and Larson",Walsh-Smith,1/9/2019,12/13/2027,450218.85,Net 45,exploit cutting-edge systems,Pending,3/25/2025,Source investment physical our adult.,Vote fear low cup any majority.,Oregon,design.pdf
d9b47cbc-b1b5-41c4-9596-52c854832a55,"Mcgee, Salazar and Morris",Sharp Ltd,4/6/2023,12/9/2024,437379.03,Net 60,benchmark leading-edge relationships,Terminated,9/25/2023,Clear rich purpose walk.,Commercial fine four fall the finish walk.,Tennessee,task.pdf
02b3f705-5db7-4159-8b42-36dbb077dbd0,Smith-Hendrix,"Davis, Mccarty and Hart",11/28/2021,7/15/2024,20550.68,Net 30,target mission-critical action-items,Expired,7/20/2024,Man national future toward young with.,Local cold operation big factor defense produce.,Washington,friend.pdf
666216fd-f60a-4fae-9ad4-65f9c48286a0,Sims Ltd,Massey and Sons,8/28/2020,6/20/2028,858214.41,Net 30,streamline world-class metrics,Active,10/4/2023,Political whatever law seat.,Guess follow until wide trouble.,New Mexico,ability.pdf
78d62f87-e793-4c1c-8f36-b29a3697ee1d,"Foster, Hunt and Contreras","Griffith, Carr and Jennings",9/9/2020,5/19/2027,494670.51,Net 45,implement end-to-end markets,Expired,12/24/2023,Over student myself can day.,The moment him usually voice quality.,Maine,exist.pdf
c187e98f-16f8-47dd-a2af-8140aa06b8fb,Smith-Ochoa,Watson PLC,9/22/2022,1/22/2026,124577.89,Net 60,matrix innovative communities,Expired,1/13/2024,Standard yet interest sport good between speech mention.,Theory society skill class former bit.,Louisiana,edge.pdf
48d3738f-0e8c-43ec-9fa3-9c56eaa457b5,Burns Group,Porter-Tucker,7/27/2019,10/26/2027,222960.37,Net 45,orchestrate value-added architectures,Terminated,9/5/2023,Call team environment as.,Phone prevent picture anyone direction.,Arkansas,since.pdf
385f8345-66fd-4555-9ef8-1afcaa330f0f,"Sanchez, Wang and Stewart",Thompson-Campbell,3/25/2021,7/27/2024,54297.48,Net 45,architect rich action-items,Pending,6/6/2025,Box dark know than star instead loss.,Consider war way anything measure pay send.,Maine,police.pdf
8443d611-3eef-447d-bd79-354ced5fb5c8,"Hensley, Taylor and Castillo","Hubbard, Bush and Bentley",4/21/2021,10/13/2023,501909.24,Net 45,iterate ubiquitous e-markets,Pending,8/27/2023,Such parent perhaps have way ground rate out.,Usually customer fight decide.,Maryland,contain.pdf
00a3ee81-2d7a-4b49-834b-d6516439efc4,Winters-Bowman,Doyle Group,10/17/2018,9/15/2025,217340.35,Due upon receipt,engage virtual action-items,Active,9/26/2023,Almost together return leader economy hour.,Help goal actually recent pick beat song.,Connecticut,structure.pdf
f9d43f39-7d81-4c09-bcf2-bb74467f9c9b,Moore LLC,Dickerson Ltd,11/16/2020,7/19/2026,516133.82,Net 45,optimize revolutionary deliverables,Pending,7/27/2023,Respond simple provide edge throw feel.,Hope whatever any consider matter race.,Florida,agency.pdf
956bfb27-d6b5-470a-bb9c-45f1550f2c5d,Stark Ltd,Fernandez Group,6/27/2022,5/15/2027,593879.28,Net 60,monetize B2C systems,Expired,4/20/2025,Art themselves want moment read thought.,Develop goal pattern first property site stand.,Maine,age.pdf
896ec912-38a3-4878-9376-744e9f6ec1dd,Walker-Coleman,Hunter PLC,11/22/2022,12/4/2025,276199.98,Due upon receipt,iterate transparent e-tailers,Terminated,10/30/2023,Perhaps public we fill task.,His work force side thus tough teach.,New Hampshire,add.pdf
1cad2e3e-a1fc-4f39-a66e-7a478953246d,"Martin, Kim and Ramirez",Martinez-Nguyen,3/30/2019,3/13/2028,503139.18,Net 45,optimize leading-edge e-markets,Pending,8/2/2023,Great media particularly today senior loss.,Exactly year treat religious board them main.,Virginia,market.pdf
e66c0ec6-a04c-4d7c-b66b-cd5554afe05d,"Castro, Garcia and Watson",Miles-Avila,4/8/2023,3/29/2027,708333.79,Net 60,redefine 24/365 experiences,Terminated,11/23/2023,Something manager consumer reality myself.,Cause current five threat.,North Dakota,newspaper.pdf
872b1724-cc65-460c-9946-d97cd50e3f1c,"Rodgers, Wilson and Vasquez",Dougherty Inc,4/28/2020,8/13/2024,693192.14,Net 30,cultivate innovative systems,Pending,7/20/2025,Garden drop five miss position today.,After book determine win street help beat despite.,North Carolina,analysis.pdf
1eed48b3-f259-4028-8897-e35b0bdfc0cd,"Grant, Hernandez and Cruz",Peterson Group,4/30/2019,3/28/2028,821785.53,Net 45,enable collaborative portals,Terminated,10/1/2024,Guy top bad page.,Person plant simple another party entire.,Massachusetts,alone.pdf
d33ac93c-7715-406f-8f9c-a90f2fd4b8af,Cannon-Johnson,Nichols-Ward,6/22/2019,7/16/2024,474122.71,Net 45,incubate cutting-edge architectures,Pending,8/18/2023,Somebody very until.,Knowledge skill develop message life.,Ohio,last.pdf
ecf7d13e-63c0-45b3-a020-1db1f96faa5d,"Smith, Duarte and Bullock",Richardson-Graham,9/26/2021,2/5/2026,715101.17,Net 30,scale collaborative partnerships,Active,3/10/2025,History Mrs management resource home mouth person.,Believe better not strong.,Michigan,anyone.pdf
bb6b5e11-a6ef-487b-becf-0e614521814b,"Klein, Proctor and Wilkinson",Bishop Group,4/27/2023,12/25/2026,585074.12,Net 60,e-enable efficient e-markets,Active,5/20/2024,Arrive us other president TV.,Cost similar green prevent should.,Kentucky,friend.pdf
81cdda9d-7686-47ad-bc67-4ca89df6e7d8,Dixon Inc,Miles-Werner,10/31/2021,7/18/2028,47783.38,Net 45,productize next-generation info-mediaries,Terminated,5/26/2025,Far dog put area effect whatever positive reason.,Good message avoid run shoulder charge.,Tennessee,author.pdf
c816fa02-fab5-46bc-9c58-8cb44aea2258,Cross Group,"Gonzales, Diaz and Singleton",11/10/2021,1/28/2027,525548.27,Net 30,exploit 24/7 partnerships,Expired,9/25/2024,Sense check record score explain clear choose.,Be go lay develop child.,Massachusetts,meeting.pdf
0582032d-7f25-4d76-8336-f9e41e9de7aa,Smith Group,Novak-Sanford,10/19/2022,12/26/2024,944042.78,Net 60,benchmark global vortals,Expired,10/20/2024,Avoid beautiful open song goal indeed good.,World say organization peace citizen to.,Colorado,lay.pdf
a1c28caf-57bc-4df9-9be7-216b02d05bb5,"Hill, Parrish and Gaines",Thomas Inc,7/2/2020,4/18/2024,449983.71,Net 45,innovate robust web-readiness,Expired,6/28/2024,Office our small recent bed light allow.,Indicate mind woman call purpose respond.,Pennsylvania,dinner.pdf
9352fdfa-90d6-4fbe-b107-7ae62c70229e,Moon-Smith,Jackson Group,10/14/2019,3/9/2026,565745.47,Due upon receipt,re-contextualize integrated e-services,Terminated,3/7/2024,Morning newspaper impact under.,Choice happen quite exactly heavy.,New Mexico,probably.pdf
445d399f-ed09-4ca0-8812-257155d0da0c,Watson-Bradley,Morris-Jones,9/16/2021,4/20/2027,661235.61,Net 30,monetize intuitive markets,Terminated,8/25/2024,Have law suggest job third.,Decision throw oil until small from.,Alabama,plant.pdf
08d06905-a403-43a7-8d7d-0f4b8f48c777,Davis LLC,Smith-Brown,2/15/2020,11/30/2024,649364.45,Net 60,syndicate robust models,Expired,11/27/2023,Expect way firm song any model.,Than total visit nature life receive such.,Virginia,here.pdf
98c11255-694c-4dbd-9fe9-a927aabce3e7,Rogers-Beck,"Williams, Knapp and Wade",10/15/2018,9/7/2024,72303.68,Net 45,synergize integrated metrics,Expired,3/3/2025,Stop these seven dog call support production plan.,Rock thus civil eight environment responsibility art.,Nevada,discussion.pdf
6e086a35-e76c-45a4-bfbb-97ccf7ae1c30,Smith Group,Martin and Sons,7/3/2023,12/4/2027,949847.64,Due upon receipt,transition virtual web services,Active,9/8/2023,Long watch same trip.,Quickly become box every about country can.,Minnesota,need.pdf
b2fb0709-144b-4b24-9548-46c7870cbcdf,Cox PLC,Bates and Sons,1/20/2022,7/10/2028,902007.85,Net 30,incentivize value-added infrastructures,Expired,10/16/2023,Score myself watch top.,Million protect couple certainly policy according.,Nevada,walk.pdf
cbec5354-18a6-4994-9f96-61aa809fec82,"Phillips, Washington and Thomas","Wells, Wilson and Estrada",4/4/2019,12/25/2027,652703.25,Net 45,embrace back-end applications,Expired,11/5/2023,Once card affect increase unit break.,Cell agency for.,Arizona,gun.pdf
97216a3a-b8a6-4913-88ac-758b8b1d8d3f,"Morris, Cruz and Carter",Ryan-Brown,10/19/2018,7/7/2025,312627.19,Net 30,brand robust methodologies,Pending,11/26/2023,Fall while machine hospital build than agent.,Nation production fill but ok nor.,Louisiana,black.pdf
15fefb2c-e96f-4951-af45-3bcfb7793e3b,"Smith, Murphy and Mitchell","Taylor, Mora and Hayes",5/4/2020,6/17/2026,987749.26,Net 45,generate plug-and-play ROI,Expired,6/12/2025,Game moment since among expect national evidence.,Moment painting medical candidate reflect voice more cost.,New Mexico,recently.pdf
a6a8b2d6-9d66-4b6d-a94c-d7ecf1fcf5d1,Townsend Ltd,Mcclure LLC,9/21/2020,7/19/2028,415177.51,Net 45,syndicate bricks-and-clicks portals,Pending,9/17/2024,Cover body room air develop feel north toward.,Fly firm operation site manage recognize card.,New Mexico,live.pdf
8d2180f9-6b67-4bc2-b0a6-451aa3d8f7d4,Stephens Ltd,Roberts-Graham,3/12/2019,2/16/2024,400475.89,Net 30,re-intermediate viral experiences,Terminated,4/2/2025,Close case enjoy early still record.,Although who indicate worry response always.,Nebraska,each.pdf
3bda7fdb-6720-4ab2-a289-209b36771e10,Copeland Group,Bowman-Morgan,9/18/2022,3/13/2026,157188.12,Net 30,optimize rich e-commerce,Pending,4/3/2024,Point another medical out it.,It police style condition information contain.,Rhode Island,carry.pdf
199c2f88-dbbf-4443-a702-66e6186c7100,Brown PLC,"Jones, Edwards and Gibson",9/21/2018,9/15/2026,251936.45,Net 60,streamline 24/365 users,Terminated,11/9/2023,Difference field later none occur trial recognize speech.,Us white fish change among miss father.,Virginia,operation.pdf
599bad6b-43b9-4eef-8340-8b8e03c1820e,Stephens Ltd,Wallace-Hardy,2/4/2023,6/20/2025,940287.63,Net 30,redefine enterprise systems,Terminated,7/13/2024,Grow then focus turn itself provide father.,But hot trade involve.,Oregon,performance.pdf
7b8ac977-0bd8-4fc8-bce3-087806dc8fff,Williams LLC,Clark Inc,6/14/2022,12/10/2024,459510.78,Due upon receipt,scale collaborative content,Active,10/19/2024,Bag arm stuff process require senior.,Lay manage do eight available.,New Jersey,play.pdf
8110e998-434d-476e-ad9d-28671e63240c,Mason Ltd,Pugh Ltd,11/15/2019,6/9/2025,700958.74,Net 60,architect web-enabled interfaces,Terminated,10/22/2024,Party court hot test attorney part wish.,Be law foot light expert site edge real.,Washington,gun.pdf
40919007-6ab2-4804-af4a-2dee1382b354,Baker Group,Mcdowell-Craig,6/15/2020,2/28/2028,961276.71,Due upon receipt,deliver back-end users,Expired,1/2/2024,Across pretty magazine which begin.,Article hit magazine land choose third protect.,Iowa,media.pdf
95688eb1-64b8-4c65-a9ec-bc19396bf6a6,Shea LLC,Walker-Olsen,1/9/2023,9/12/2027,892544.76,Net 45,orchestrate interactive action-items,Terminated,2/4/2025,She teacher method born challenge kid.,Lay scene good child.,New Jersey,drug.pdf
887ee747-1492-47d3-8562-2bebb62299f5,"Reese, Robinson and Campbell","Terrell, Dixon and Webb",11/5/2022,6/4/2027,233610.28,Net 30,leverage back-end infrastructures,Terminated,1/26/2024,Finally agreement hard all attorney anyone wrong difference.,War other door nature drop.,Montana,stay.pdf
ad7731a1-1d0c-4af2-818c-eee4bace0a08,White-Payne,Payne-Sims,7/8/2020,4/12/2024,89669.14,Net 45,iterate innovative info-mediaries,Active,3/15/2025,But decision inside successful western include threat.,Including environment push today material keep true.,Arizona,wall.pdf
